"","age","workclass","education","marital.status","occupation","relationship","race","gender","hrs.per.week","class"
"8660",28,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",48,"<=50K"
"8661",25,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Male",15,"<=50K"
"8662",37,"Private","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",45,">50K"
"8663",26,"Private","HS-grad","Never-married","Other-service","Own-child","White","Female",30,"<=50K"
"8664",64,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,"<=50K"
"8665",39,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",50,"<=50K"
"8666",24,"Private","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Male",40,"<=50K"
"8667",40,"State-gov","Masters","Never-married","Exec-managerial","Not-in-family","White","Female",35,"<=50K"
"8668",46,"Private","Masters","Married-spouse-absent","Exec-managerial","Not-in-family","White","Male",70,">50K"
"8669",35,"Federal-gov","Some-college","Married-civ-spouse","Protective-serv","Husband","Black","Male",40,">50K"
"8670",43,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",40,">50K"
"8671",31,"Private","HS-grad","Separated","Transport-moving","Not-in-family","White","Male",40,"<=50K"
"8672",22,"Private","Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",25,"<=50K"
"8673",35,"Private","Some-college","Never-married","Other-service","Not-in-family","White","Male",30,"<=50K"
"8674",35,"Private","HS-grad","Separated","Transport-moving","Not-in-family","White","Male",50,"<=50K"
"8675",35,"State-gov","Some-college","Divorced","Tech-support","Unmarried","White","Female",40,"<=50K"
"8676",40,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"8677",50,"Private","Masters","Never-married","Prof-specialty","Unmarried","White","Female",40,"<=50K"
"8678",48,"Self-emp-not-inc","Prof-school","Divorced","Prof-specialty","Unmarried","White","Male",63,">50K"
"8679",46,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"8680",36,"Private","HS-grad","Divorced","Machine-op-inspct","Unmarried","White","Female",38,"<=50K"
"8681",37,"State-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",36,">50K"
"8682",47,"Local-gov","Bachelors","Separated","Prof-specialty","Not-in-family","White","Female",70,"<=50K"
"8683",35,"Self-emp-not-inc","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",50,"<=50K"
"8684",18,"State-gov","11th","Never-married","Other-service","Own-child","White","Male",20,"<=50K"
"8685",54,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",50,"<=50K"
"8686",62,"Private","HS-grad","Never-married","Other-service","Other-relative","Black","Female",38,"<=50K"
"8687",36,"Private","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",48,">50K"
"8688",27,"Private","9th","Married-civ-spouse","Farming-fishing","Husband","Amer-Indian-Eskimo","Male",40,"<=50K"
"8689",33,"Self-emp-not-inc","5th-6th","Married-civ-spouse","Craft-repair","Husband","White","Male",50,">50K"
"8690",22,"Private","HS-grad","Never-married","Adm-clerical","Own-child","White","Male",20,"<=50K"
"8691",31,"Self-emp-not-inc","Assoc-voc","Married-civ-spouse","Farming-fishing","Husband","White","Male",60,">50K"
"8692",26,"Private","Bachelors","Never-married","Other-service","Not-in-family","White","Male",30,"<=50K"
"8693",44,"Private","Bachelors","Divorced","Exec-managerial","Not-in-family","White","Male",50,">50K"
"8694",73,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",30,"<=50K"
"8695",44,"Private","Bachelors","Divorced","Sales","Unmarried","White","Female",35,"<=50K"
"8696",35,"Private","Assoc-voc","Divorced","Exec-managerial","Not-in-family","White","Male",45,"<=50K"
"8697",27,"Private","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"8698",47,"Federal-gov","Bachelors","Married-civ-spouse","Protective-serv","Husband","Black","Male",50,">50K"
"8699",29,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",45,">50K"
"8700",33,"Private","Some-college","Married-civ-spouse","Other-service","Wife","White","Female",26,"<=50K"
"8701",50,"Private","Some-college","Divorced","Other-service","Not-in-family","White","Female",15,"<=50K"
"8702",32,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",40,"<=50K"
"8703",45,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",60,">50K"
"8704",65,"Private","HS-grad","Widowed","Adm-clerical","Not-in-family","White","Female",36,"<=50K"
"8705",42,"State-gov","Some-college","Separated","Tech-support","Unmarried","White","Female",40,"<=50K"
"8706",33,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","Black","Male",25,">50K"
"8707",32,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",60,">50K"
"8708",42,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"8709",49,"Private","Some-college","Separated","Exec-managerial","Not-in-family","White","Female",45,">50K"
"8710",38,"Private","HS-grad","Married-civ-spouse","Protective-serv","Own-child","White","Male",45,"<=50K"
"8711",38,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,"<=50K"
"8712",37,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",52,"<=50K"
"8713",24,"Private","Some-college","Never-married","Machine-op-inspct","Not-in-family","White","Male",30,"<=50K"
"8714",27,"Self-emp-not-inc","Some-college","Never-married","Sales","Not-in-family","White","Male",50,"<=50K"
"8715",29,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",50,"<=50K"
"8716",46,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",70,"<=50K"
"8717",44,"Self-emp-inc","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",96,"<=50K"
"8718",46,"Local-gov","Assoc-acdm","Married-civ-spouse","Protective-serv","Husband","White","Male",49,">50K"
"8719",38,"Private","Some-college","Separated","Exec-managerial","Unmarried","White","Male",40,"<=50K"
"8720",38,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8721",22,"State-gov","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",20,"<=50K"
"8722",33,"Private","Some-college","Divorced","Sales","Not-in-family","White","Male",40,"<=50K"
"8723",50,"Private","Assoc-acdm","Divorced","Adm-clerical","Not-in-family","Asian-Pac-Islander","Male",40,"<=50K"
"8724",31,"Local-gov","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",41,">50K"
"8725",42,"Private","Some-college","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",38,"<=50K"
"8726",27,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8727",34,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",45,">50K"
"8728",64,"Private","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",40,"<=50K"
"8729",43,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8730",39,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8731",47,"Self-emp-not-inc","Prof-school","Never-married","Prof-specialty","Not-in-family","White","Male",40,">50K"
"8732",56,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Male",66,"<=50K"
"8733",25,"Local-gov","Masters","Never-married","Prof-specialty","Own-child","White","Male",20,"<=50K"
"8734",60,"State-gov","Bachelors","Divorced","Exec-managerial","Not-in-family","White","Female",35,"<=50K"
"8735",52,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",44,"<=50K"
"8736",43,"Private","HS-grad","Divorced","Handlers-cleaners","Not-in-family","White","Male",16,"<=50K"
"8737",19,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",30,"<=50K"
"8738",56,"Private","7th-8th","Never-married","Farming-fishing","Unmarried","Black","Female",20,"<=50K"
"8739",22,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",40,"<=50K"
"8740",28,"Private","Some-college","Divorced","Prof-specialty","Not-in-family","White","Male",40,"<=50K"
"8741",31,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",50,">50K"
"8742",22,"Private","HS-grad","Never-married","Other-service","Own-child","White","Female",35,"<=50K"
"8743",39,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"8744",50,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",40,"<=50K"
"8745",34,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",46,"<=50K"
"8746",51,"Private","Bachelors","Divorced","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"8747",54,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",40,"<=50K"
"8748",44,"Private","Assoc-voc","Divorced","Transport-moving","Not-in-family","White","Male",40,"<=50K"
"8749",20,"Private","Some-college","Never-married","Sales","Own-child","Black","Female",20,"<=50K"
"8750",37,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","Black","Male",40,"<=50K"
"8751",38,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,"<=50K"
"8752",59,"Federal-gov","Assoc-acdm","Married-civ-spouse","Farming-fishing","Husband","Black","Male",40,"<=50K"
"8753",59,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,"<=50K"
"8754",51,"Private","Some-college","Divorced","Craft-repair","Not-in-family","White","Male",48,">50K"
"8755",29,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,"<=50K"
"8756",37,"Private","Some-college","Never-married","Machine-op-inspct","Not-in-family","White","Female",40,"<=50K"
"8757",42,"Private","10th","Married-civ-spouse","Craft-repair","Husband","White","Male",35,"<=50K"
"8758",28,"Self-emp-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,">50K"
"8759",34,"Private","HS-grad","Never-married","Sales","Own-child","White","Female",40,"<=50K"
"8760",22,"Self-emp-inc","HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male",24,"<=50K"
"8761",27,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Female",52,"<=50K"
"8762",45,"State-gov","Prof-school","Divorced","Prof-specialty","Unmarried","White","Female",43,"<=50K"
"8763",39,"Private","HS-grad","Divorced","Adm-clerical","Unmarried","Black","Female",38,"<=50K"
"8764",25,"Local-gov","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",35,"<=50K"
"8765",24,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"8766",18,"Private","HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Female",30,"<=50K"
"8767",23,"Private","12th","Never-married","Other-service","Unmarried","Black","Male",38,"<=50K"
"8768",17,"Self-emp-not-inc","10th","Never-married","Other-service","Own-child","White","Female",24,"<=50K"
"8769",63,"Self-emp-inc","Bachelors","Married-civ-spouse","Farming-fishing","Husband","White","Male",40,">50K"
"8770",28,"Local-gov","Bachelors","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",65,">50K"
"8771",51,"Federal-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,">50K"
"8772",29,"Private","Bachelors","Never-married","Sales","Not-in-family","White","Female",45,"<=50K"
"8773",64,"Private","Some-college","Widowed","Adm-clerical","Unmarried","White","Female",12,"<=50K"
"8774",17,"Private","10th","Never-married","Other-service","Own-child","White","Male",25,"<=50K"
"8775",45,"Local-gov","Some-college","Divorced","Adm-clerical","Unmarried","Black","Female",35,"<=50K"
"8776",18,"Private","12th","Never-married","Other-service","Own-child","Black","Male",20,"<=50K"
"8777",31,"Local-gov","HS-grad","Never-married","Adm-clerical","Own-child","White","Female",40,"<=50K"
"8778",48,"Self-emp-not-inc","Bachelors","Married-spouse-absent","Sales","Own-child","White","Male",50,">50K"
"8779",41,"Private","Some-college","Never-married","Prof-specialty","Not-in-family","White","Female",45,"<=50K"
"8780",65,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",60,">50K"
"8781",27,"Private","Assoc-voc","Divorced","Machine-op-inspct","Not-in-family","White","Male",40,"<=50K"
"8782",39,"Private","Assoc-voc","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,"<=50K"
"8783",49,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",45,">50K"
"8784",36,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",45,">50K"
"8785",25,"Private","HS-grad","Never-married","Machine-op-inspct","Not-in-family","Black","Female",40,"<=50K"
"8786",41,"Private","Some-college","Divorced","Adm-clerical","Unmarried","Black","Female",37,"<=50K"
"8787",31,"Private","9th","Divorced","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"8788",63,"Private","11th","Married-civ-spouse","Protective-serv","Husband","White","Male",37,">50K"
"8789",50,"State-gov","Bachelors","Divorced","Exec-managerial","Not-in-family","White","Female",40,"<=50K"
"8790",63,"Private","Some-college","Divorced","Other-service","Not-in-family","White","Male",40,"<=50K"
"8791",44,"Self-emp-not-inc","Masters","Never-married","Farming-fishing","Own-child","White","Male",99,"<=50K"
"8792",48,"Private","HS-grad","Divorced","Transport-moving","Not-in-family","White","Male",65,"<=50K"
"8793",51,"Self-emp-not-inc","Some-college","Married-civ-spouse","Sales","Husband","White","Male",50,"<=50K"
"8794",18,"Private","HS-grad","Never-married","Adm-clerical","Own-child","White","Female",15,"<=50K"
"8795",23,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",25,"<=50K"
"8796",31,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"8797",38,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8798",56,"Private","Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male",60,">50K"
"8799",31,"Private","7th-8th","Divorced","Transport-moving","Unmarried","White","Male",20,"<=50K"
"8800",46,"Private","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,"<=50K"
"8801",39,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"8802",31,"Private","HS-grad","Never-married","Exec-managerial","Unmarried","White","Female",40,"<=50K"
"8803",42,"Self-emp-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"8804",53,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",35,">50K"
"8805",18,"Private","11th","Never-married","Other-service","Own-child","White","Female",15,"<=50K"
"8806",27,"Private","HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",45,">50K"
"8807",31,"Private","Bachelors","Never-married","Farming-fishing","Not-in-family","White","Male",40,"<=50K"
"8808",52,"Federal-gov","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,"<=50K"
"8809",46,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",40,"<=50K"
"8810",30,"Private","Some-college","Never-married","Other-service","Not-in-family","White","Male",24,"<=50K"
"8811",26,"Private","Bachelors","Never-married","Other-service","Not-in-family","White","Female",40,"<=50K"
"8812",48,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,">50K"
"8813",37,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"8814",29,"Private","9th","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8815",49,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",55,">50K"
"8816",24,"Private","HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Male",40,"<=50K"
"8817",74,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",20,"<=50K"
"8818",56,"Self-emp-not-inc","5th-6th","Married-civ-spouse","Exec-managerial","Husband","White","Male",67,">50K"
"8819",39,"Federal-gov","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Male",40,"<=50K"
"8820",21,"Private","HS-grad","Never-married","Transport-moving","Own-child","White","Male",40,"<=50K"
"8821",29,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female",45,">50K"
"8822",43,"Self-emp-not-inc","HS-grad","Divorced","Other-service","Unmarried","White","Male",45,"<=50K"
"8823",23,"Private","Bachelors","Never-married","Protective-serv","Not-in-family","White","Female",40,"<=50K"
"8824",26,"Private","HS-grad","Never-married","Exec-managerial","Not-in-family","White","Female",50,"<=50K"
"8825",47,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",60,"<=50K"
"8826",27,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",55,"<=50K"
"8827",45,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",45,">50K"
"8828",30,"Private","HS-grad","Never-married","Protective-serv","Own-child","White","Male",70,"<=50K"
"8829",35,"Private","Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female",20,">50K"
"8830",33,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8831",37,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"8832",21,"Private","HS-grad","Never-married","Farming-fishing","Own-child","White","Male",20,"<=50K"
"8833",42,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",40,"<=50K"
"8834",48,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",36,"<=50K"
"8835",46,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","White","Female",48,"<=50K"
"8836",36,"Private","5th-6th","Separated","Machine-op-inspct","Not-in-family","White","Female",40,"<=50K"
"8837",54,"Private","HS-grad","Never-married","Prof-specialty","Not-in-family","White","Male",40,"<=50K"
"8838",25,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",40,"<=50K"
"8839",26,"Local-gov","HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",25,"<=50K"
"8840",36,"Self-emp-inc","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",57,"<=50K"
"8841",56,"Self-emp-not-inc","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",20,"<=50K"
"8842",37,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8843",26,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",40,">50K"
"8844",23,"Private","Bachelors","Never-married","Other-service","Own-child","White","Female",25,"<=50K"
"8845",23,"State-gov","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",40,"<=50K"
"8846",41,"State-gov","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Male",40,"<=50K"
"8847",55,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"8848",39,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"8849",67,"Local-gov","Assoc-acdm","Married-civ-spouse","Exec-managerial","Husband","White","Male",35,"<=50K"
"8850",60,"Private","HS-grad","Widowed","Sales","Not-in-family","White","Female",50,"<=50K"
"8851",54,"Private","HS-grad","Widowed","Sales","Unmarried","White","Female",40,"<=50K"
"8852",49,"State-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",42,">50K"
"8853",19,"Private","HS-grad","Never-married","Sales","Own-child","White","Female",24,"<=50K"
"8854",20,"Private","Some-college","Never-married","Craft-repair","Unmarried","White","Male",40,"<=50K"
"8855",66,"Private","HS-grad","Widowed","Sales","Other-relative","White","Female",35,"<=50K"
"8856",51,"Self-emp-not-inc","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",42,">50K"
"8857",19,"Private","Some-college","Never-married","Exec-managerial","Not-in-family","White","Male",40,"<=50K"
"8858",36,"Private","Some-college","Divorced","Adm-clerical","Unmarried","White","Female",40,"<=50K"
"8859",33,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",60,">50K"
"8860",41,"Private","Bachelors","Divorced","Sales","Not-in-family","White","Male",56,"<=50K"
"8861",36,"Private","HS-grad","Divorced","Exec-managerial","Not-in-family","White","Female",40,"<=50K"
"8862",30,"Private","Prof-school","Divorced","Sales","Own-child","White","Male",55,"<=50K"
"8863",46,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",45,">50K"
"8864",38,"Private","HS-grad","Never-married","Machine-op-inspct","Other-relative","White","Male",40,"<=50K"
"8865",24,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,"<=50K"
"8866",49,"Private","7th-8th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"8867",19,"Private","HS-grad","Never-married","Other-service","Own-child","Black","Male",30,"<=50K"
"8868",77,"Private","Some-college","Widowed","Priv-house-serv","Not-in-family","White","Female",20,"<=50K"
"8869",46,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",56,">50K"
"8870",41,"Private","Some-college","Separated","Craft-repair","Not-in-family","Black","Male",40,"<=50K"
"8871",21,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8872",24,"Private","12th","Never-married","Farming-fishing","Own-child","Black","Male",40,"<=50K"
"8873",36,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","Black","Male",45,"<=50K"
"8874",23,"State-gov","Some-college","Never-married","Adm-clerical","Own-child","White","Male",25,"<=50K"
"8875",38,"Federal-gov","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",40,"<=50K"
"8876",29,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8877",38,"Private","Some-college","Married-civ-spouse","Exec-managerial","Other-relative","White","Male",50,">50K"
"8878",47,"Federal-gov","Bachelors","Never-married","Adm-clerical","Unmarried","Black","Male",40,">50K"
"8879",39,"Local-gov","Masters","Divorced","Prof-specialty","Not-in-family","White","Female",40,"<=50K"
"8880",40,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",48,"<=50K"
"8881",32,"Private","HS-grad","Divorced","Adm-clerical","Own-child","Asian-Pac-Islander","Female",40,"<=50K"
"8882",23,"Private","HS-grad","Never-married","Exec-managerial","Own-child","White","Male",40,"<=50K"
"8883",44,"State-gov","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",40,"<=50K"
"8884",51,"Private","Masters","Married-civ-spouse","Protective-serv","Husband","White","Male",40,">50K"
"8885",66,"Private","9th","Separated","Other-service","Not-in-family","Black","Female",30,"<=50K"
"8886",57,"Self-emp-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,"<=50K"
"8887",36,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,">50K"
"8888",48,"Self-emp-inc","Bachelors","Divorced","Sales","Not-in-family","White","Male",60,">50K"
"8889",51,"Private","Masters","Married-civ-spouse","Prof-specialty","Wife","White","Female",40,">50K"
"8890",43,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"8891",27,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",60,"<=50K"
"8892",32,"Private","Bachelors","Never-married","Adm-clerical","Own-child","White","Female",40,"<=50K"
"8893",20,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",35,"<=50K"
"8894",33,"Private","Some-college","Divorced","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"8895",19,"Private","Some-college","Never-married","Adm-clerical","Not-in-family","White","Male",40,"<=50K"
"8896",32,"Local-gov","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",60,">50K"
"8897",26,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",60,"<=50K"
"8898",39,"Private","HS-grad","Never-married","Sales","Unmarried","White","Female",60,"<=50K"
"8899",24,"Private","Bachelors","Never-married","Other-service","Own-child","Black","Female",75,"<=50K"
"8900",45,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"8901",20,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Male",40,"<=50K"
"8902",49,"State-gov","Bachelors","Married-civ-spouse","Prof-specialty","Other-relative","White","Female",45,"<=50K"
"8903",35,"State-gov","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",40,"<=50K"
"8904",30,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"8905",23,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",25,"<=50K"
"8906",33,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",45,"<=50K"
"8907",35,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",50,"<=50K"
"8908",31,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,"<=50K"
"8909",20,"Private","11th","Never-married","Craft-repair","Not-in-family","Black","Male",25,"<=50K"
"8910",44,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8911",33,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Other-service","Husband","Black","Male",40,"<=50K"
"8912",50,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"8913",28,"State-gov","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",40,"<=50K"
"8914",60,"Federal-gov","Bachelors","Married-civ-spouse","Adm-clerical","Husband","Black","Male",40,">50K"
"8915",38,"Federal-gov","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8916",38,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","Black","Male",40,"<=50K"
"8917",57,"Federal-gov","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Male",40,"<=50K"
"8918",50,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"8919",39,"Local-gov","11th","Divorced","Adm-clerical","Unmarried","White","Female",40,"<=50K"
"8920",69,"Local-gov","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",6,"<=50K"
"8921",51,"State-gov","Assoc-voc","Divorced","Tech-support","Not-in-family","White","Male",39,">50K"
"8922",42,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",40,"<=50K"
"8923",53,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"8924",37,"Private","Bachelors","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",40,"<=50K"
"8925",37,"Private","10th","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"8926",38,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",50,">50K"
"8927",20,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",24,"<=50K"
"8928",38,"State-gov","Some-college","Separated","Adm-clerical","Unmarried","Black","Female",38,"<=50K"
"8929",48,"Self-emp-inc","Assoc-voc","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"8930",30,"Private","Assoc-voc","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,">50K"
"8931",37,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",65,">50K"
"8932",47,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",45,"<=50K"
"8933",20,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",15,"<=50K"
"8934",41,"State-gov","Bachelors","Divorced","Exec-managerial","Not-in-family","White","Male",40,"<=50K"
"8935",32,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",45,">50K"
